Sno,Song,Artist,ArtistID,acousticness,danceability,liveness,loudness,speechiness,valence,energy
540,Fading,Jewel,84,0.694,0.472,0.0947,-10.308,0.0301,0.665,0.324
541,Motivation (feat. Lil Wayne),Kelly Rowland,85,0.00723,0.613,0.411,-6.494,0.0461,0.364,0.748
542,Like This (feat. Eve),Kelly Rowland,85,0.00193,0.676,0.0627,-5.963,0.267,0.489,0.73
543,Comeback,Kelly Rowland,85,0.0443,0.785,0.0454,-7.238,0.104,0.874,0.703
544,Ghetto (feat. Snoop Dogg),Kelly Rowland,85,0.0414,0.612,0.218,-5.884,0.308,0.729,0.693
545,Freak,Kelly Rowland,85,0.125,0.65,0.121,-5.053,0.0581,0.448,0.782
546,Kisses Down Low,Kelly Rowland,85,0.0168,0.632,0.104,-9.324,0.0678,0.238,0.724
547,Love in the Future (Intro),John Legend,86,0.943,0.302,0.349,-7.998,0.0336,0.359,0.373
548,The Beginning...,John Legend,86,0.492,0.516,0.273,-5.453,0.242,0.566,0.834
549,Open Your Eyes,John Legend,86,0.576,0.663,0.237,-5.505,0.0287,0.611,0.699
550,Save Room,John Legend,86,0.0457,0.69,0.0969,-6.131,0.0264,0.375,0.572
551,Heaven,John Legend,86,0.118,0.418,0.187,-6.389,0.259,0.446,0.824
552,Stereo,John Legend,86,0.055,0.733,0.169,-6.668,0.033,0.732,0.701
553,I Know Better,John Legend,86,0.802,0.369,0.185,-6.543,0.0347,0.262,0.422
554,Penthouse Floor (feat. Chance the Rapper),John Legend,86,0.451,0.671,0.101,-4.768,0.368,0.767,0.742
555,Darkness and Light (feat. Brittany Howard),John Legend,86,0.16,0.593,0.0765,-3.717,0.183,0.6,0.783
556,Money On My Mind,Sam Smith,87,0.204,0.688,0.229,-5.217,0.179,0.743,0.841
557,Good Thing,Sam Smith,87,0.634,0.615,0.336,-10.708,0.0529,0.27,0.311
558,Stay With Me,Sam Smith,87,0.497,0.473,0.103,-10.599,0.0418,0.169,0.338
559,Too Good at Goodbyes,Sam Smith,87,0.64,0.681,0.169,-8.237,0.0432,0.476,0.372
560,Say It First,Sam Smith,87,0.766,0.566,0.111,-10.293,0.0914,0.156,0.407
561,One Last Song,Sam Smith,87,0.367,0.672,0.321,-6.43,0.0284,0.485,0.53
562,Safe With Me,Sam Smith,87,0.028,0.62,0.37,-6.812,0.0533,0.315,0.663
563,Nirvana,Sam Smith,87,0.528,0.501,0.101,-8.108,0.0475,0.393,0.578
564,Can I Have It Like That,Pharrell Williams,88,0.129,0.745,0.0811,-7.532,0.239,0.376,0.525
565,How Does It Feel?,Pharrell Williams,88,0.236,0.727,0.142,-5.187,0.266,0.863,0.934
566,Raspy Shit,Pharrell Williams,88,0.131,0.819,0.259,-5.116,0.186,0.734,0.793
567,Rude,MAGIC!,89,0.0423,0.774,0.305,-4.995,0.0389,0.931,0.756
568,No Evil,MAGIC!,89,0.0195,0.67,0.359,-4.583,0.0736,0.744,0.867
569,Let Your Hair Down,MAGIC!,89,0.0934,0.649,0.182,-6.924,0.0497,0.466,0.592
570,Have It All,MAGIC!,89,0.009,0.657,0.175,-5.337,0.0441,0.728,0.859
571,Lay You Down Easy (feat. Sean Paul),MAGIC!,89,0.0591,0.649,0.364,-4.918,0.0694,0.943,0.87
572,Gloria,MAGIC!,89,0.00165,0.521,0.269,-4.127,0.0655,0.848,0.949
573,Coins In a Fountain,Passenger,90,0.455,0.638,0.132,-10.793,0.0465,0.486,0.553
574,27,Passenger,90,0.0165,0.54,0.0882,-6.765,0.0693,0.696,0.851
575,Heart's On Fire,Passenger,90,0.641,0.416,0.132,-12.323,0.0293,0.152,0.329
576,Coins In a Fountain,Passenger,90,0.455,0.638,0.132,-10.793,0.0465,0.486,0.553
577,27,Passenger,90,0.0165,0.54,0.0882,-6.765,0.0693,0.696,0.851
578,Heart's On Fire,Passenger,90,0.641,0.416,0.132,-12.323,0.0293,0.152,0.329
579,Pompeii,Bastille,91,0.0973,0.68,0.324,-6.908,0.0422,0.568,0.69
580,Things We Lost in the Fire,Bastille,91,0.0636,0.587,0.267,-4.878,0.0581,0.629,0.918
581,Bad Blood,Bastille,91,0.0157,0.663,0.0755,-5.496,0.0375,0.94,0.777
582,Pompeii,Bastille,91,0.0973,0.68,0.324,-6.908,0.0422,0.568,0.69
583,Things We Lost in the Fire,Bastille,91,0.0636,0.587,0.267,-4.878,0.0581,0.629,0.918
584,Bad Blood,Bastille,91,0.0157,0.663,0.0755,-5.496,0.0375,0.94,0.777
585,Good Grief,Bastille,91,0.156,0.723,0.0975,-10.436,0.0873,0.886,0.608
586,The Currents,Bastille,91,0.0686,0.581,0.0601,-4.762,0.0504,0.565,0.739
587,An Act of Kindness,Bastille,91,0.535,0.402,0.503,-3.835,0.101,0.245,0.843
588,Tennis Court,Lorde,92,0.0126,0.764,0.257,-8.585,0.0609,0.428,0.567
589,400 Lux,Lorde,92,0.0787,0.512,0.134,-8.36,0.0371,0.194,0.474
590,Royals,Lorde,92,0.121,0.674,0.132,-9.504,0.122,0.337,0.428
591,Tennis Court,Lorde,92,0.0126,0.764,0.257,-8.585,0.0609,0.428,0.567
592,400 Lux,Lorde,92,0.0787,0.512,0.134,-8.36,0.0371,0.194,0.474
593,Royals,Lorde,92,0.121,0.674,0.132,-9.504,0.122,0.337,0.428
594,Green Light,Lorde,92,0.0209,0.594,0.0879,-7.812,0.0957,0.253,0.721
595,Sober,Lorde,92,0.173,0.796,0.126,-10.369,0.181,0.516,0.467
596,Homemade Dynamite,Lorde,92,0.229,0.781,0.127,-4.997,0.0764,0.175,0.548
597,Tribute,John Newman,93,0.105,0.546,0.11,-6.448,0.044,0.224,0.584
598,Love Me Again,John Newman,93,0.00453,0.495,0.103,-4.814,0.0441,0.213,0.894
599,Losing Sleep,John Newman,93,0.064,0.65,0.18,-4.872,0.0699,0.549,0.862
600,All My Heart,John Newman,93,0.00121,0.407,0.324,-4.709,0.0785,0.689,0.882
601,Something Special,John Newman,93,0.00119,0.531,0.254,-5.901,0.038,0.369,0.772
602,Love Me Again,John Newman,93,0.00453,0.495,0.103,-4.814,0.0441,0.213,0.894
603,Love Me Again,John Newman,93,0.00453,0.495,0.103,-4.814,0.0441,0.213,0.894
604,Love Me Again,John Newman,93,0.00453,0.495,0.103,-4.814,0.0441,0.213,0.894
605,Intro,Disclosure,94,0.114,0.477,0.366,-8.901,0.362,0.476,0.611
606,When a Fire Starts to Burn,Disclosure,94,0.00963,0.86,0.243,-6.956,0.207,0.672,0.732
607,Intro,Disclosure,94,0.114,0.477,0.366,-8.901,0.362,0.476,0.611
608,When a Fire Starts To Burn,Disclosure,94,0.00963,0.86,0.243,-6.956,0.207,0.672,0.732
609,I Want You Back,Michael Jackson,95,0.245,0.704,0.132,-10.892,0.0639,0.652,0.811
610,ABC,Michael Jackson,95,0.0595,0.701,0.0825,-1.386,0.126,0.814,0.979
611,Wanna Be Startin' Somethin',Michael Jackson,95,0.0219,0.846,0.0623,-4.206,0.0438,0.899,0.922
612,Baby Be Mine,Michael Jackson,95,0.0848,0.843,0.0741,-10.288,0.0949,0.664,0.483
613,The Girl Is Mine (with Paul McCartney),Michael Jackson,95,0.269,0.671,0.18,-6.673,0.0558,0.651,0.636
614,She Looks So Perfect,5 Seconds of Summer,96,0.000569,0.494,0.327,-4.237,0.132,0.441,0.951
615,Good Girls,5 Seconds of Summer,96,0.0152,0.528,0.121,-5.203,0.0792,0.576,0.911
616,Money,5 Seconds of Summer,96,0.00549,0.517,0.361,-5.075,0.2,0.571,0.913
617,She's Kinda Hot,5 Seconds of Summer,96,0.00182,0.664,0.109,-4.806,0.0317,0.889,0.908
618,Hey Everybody!,5 Seconds of Summer,96,0.000938,0.753,0.101,-3.737,0.0316,0.853,0.803
619,She Looks So Perfect,5 Seconds of Summer,96,0.000569,0.494,0.327,-4.237,0.132,0.441,0.951
620,Heartache On the Big Screen,5 Seconds of Summer,96,0.00235,0.686,0.223,-4.733,0.0458,0.778,0.803
621,The Only Reason,5 Seconds of Summer,96,8.19E-06,0.35,0.558,-6.319,0.0464,0.299,0.812
622,Walk the Line,Iggy Azalea,97,0.266,0.621,0.279,-6.139,0.22,0.742,0.899
623,Work,Iggy Azalea,97,0.0631,0.699,0.414,-4.898,0.144,0.491,0.804
624,Walk the Line,Iggy Azalea,97,0.266,0.621,0.279,-6.139,0.22,0.742,0.899
625,Talk Dirty (feat. 2 Chainz),Jason Derulo,98,0.0348,0.76,0.307,-7.321,0.232,0.759,0.652
626,Wiggle (feat. Snoop Dogg),Jason Derulo,98,0.0802,0.697,0.162,-6.886,0.25,0.721,0.621
627,Trumpets,Jason Derulo,98,0.563,0.627,0.0962,-4.884,0.236,0.64,0.703
628,Want to Want Me,Jason Derulo,98,0.00906,0.775,0.109,-5.508,0.0629,0.656,0.68
629,Talk Dirty (feat. 2 Chainz),Jason Derulo,98,0.0348,0.76,0.307,-7.321,0.232,0.759,0.652
630,Wiggle (feat. Snoop Dogg),Jason Derulo,98,0.0802,0.697,0.162,-6.886,0.25,0.721,0.621
631,Want to Want Me,Jason Derulo,98,0.00906,0.775,0.109,-5.508,0.0629,0.656,0.68
632,Cheyenne,Jason Derulo,98,0.0126,0.652,0.12,-5.843,0.116,0.289,0.761
633,Get Ugly,Jason Derulo,98,0.0462,0.75,0.297,-4.829,0.12,0.539,0.683
634,The One,The Chainsmokers,99,0.238,0.76,0.294,-11.362,0.0284,0.15,0.303
635,Break Up Every Night,The Chainsmokers,99,0.00411,0.624,0.0872,-5.957,0.0437,0.528,0.806
636,Bloodstream,The Chainsmokers,99,0.0317,0.62,0.172,-5.889,0.0259,0.164,0.627
637,Setting Fires,The Chainsmokers,99,0.017,0.627,0.261,-5.751,0.0376,0.561,0.717
638,All We Know (feat. Phoebe Ryan),The Chainsmokers,99,0.0985,0.666,0.112,-8.769,0.0314,0.332,0.59
639,Closer (feat. Halsey),The Chainsmokers,99,0.414,0.748,0.111,-5.599,0.0338,0.661,0.524
640,Roses (feat. ROZES),The Chainsmokers,99,0.0299,0.718,0.225,-7.652,0.0473,0.309,0.808
641,New York City,The Chainsmokers,99,0.0127,0.564,0.133,-6.828,0.038,0.0624,0.639
642,Until You Were Gone (feat. Emily Warren),The Chainsmokers,99,0.0492,0.569,0.0569,-7.382,0.0461,0.363,0.635
643,Skinny Love,Birdy,100,0.959,0.372,0.13,-8.479,0.05,0.149,0.304
644,Wings,Birdy,100,0.0831,0.474,0.162,-4.534,0.0253,0.224,0.707
645,Heart of Gold,Birdy,100,0.155,0.678,0.152,-4.426,0.0322,0.309,0.623
646,Growing Pains,Birdy,100,0.118,0.432,0.304,-5.49,0.121,0.589,0.833
647,Shadow,Birdy,100,0.406,0.521,0.112,-7.675,0.0398,0.281,0.643
648,Keeping Your Head Up,Birdy,100,0.156,0.599,0.189,-5.033,0.0527,0.529,0.78
649,Skinny Love,Birdy,100,0.959,0.372,0.13,-8.479,0.05,0.149,0.304
650,Wings,Birdy,100,0.0831,0.474,0.162,-4.534,0.0253,0.224,0.707
651,Heart of Gold,Birdy,100,0.155,0.678,0.152,-4.426,0.0322,0.309,0.623
652,Rockstar,A Great Big World,101,0.0813,0.658,0.0932,-7.766,0.0288,0.621,0.756
653,Land of Opportunity,A Great Big World,101,0.122,0.697,0.169,-7.286,0.0348,0.472,0.763
654,Already Home,A Great Big World,101,0.31,0.602,0.14,-7.344,0.0272,0.243,0.404
655,All I Want Is Love,A Great Big World,101,0.0621,0.706,0.0635,-4.65,0.026,0.337,0.799
656,Kaleidoscope,A Great Big World,101,0.0182,0.709,0.167,-5.148,0.0748,0.519,0.913
657,End of the World,A Great Big World,101,0.0709,0.538,0.346,-5.103,0.0423,0.323,0.72
658,When I Was a Boy,A Great Big World,101,0.000227,0.382,0.1,-4.369,0.0407,0.392,0.791
659,Chandelier,Sia,102,0.0197,0.399,0.0685,-2.88,0.0499,0.572,0.787
660,Big Girls Cry,Sia,102,0.0393,0.469,0.105,-4.962,0.0399,0.0938,0.592
661,Burn the Pages,Sia,102,0.0497,0.507,0.121,-4.645,0.155,0.459,0.811
662,Bird Set Free,Sia,102,0.0115,0.438,0.133,-4.284,0.0728,0.31,0.805
663,Alive,Sia,102,0.254,0.508,0.108,-4.217,0.0489,0.444,0.762
664,One Million Bullets,Sia,102,0.102,0.365,0.467,-4.113,0.0521,0.204,0.717
665,The Fight,Sia,102,0.0609,0.675,0.612,-3.739,0.0463,0.804,0.852
666,Clap Your Hands,Sia,102,0.000532,0.699,0.359,-4.925,0.0546,0.778,0.87
667,Stop Trying,Sia,102,0.00281,0.502,0.123,-3.031,0.0369,0.917,0.797
668,3AM (Pull Up) [feat. MØ],Charli XCX,103,0.0481,0.402,0.14,-4.313,0.104,0.624,0.747
669,Blame It On U,Charli XCX,103,0.0202,0.689,0.134,-6.94,0.0758,0.154,0.67
670,Backseat (feat. Carly Rae Jepsen),Charli XCX,103,0.247,0.626,0.393,-5.139,0.0409,0.339,0.607
671,Out of My Head (feat. Tove Lo and ALMA),Charli XCX,103,0.0736,0.851,0.12,-5.157,0.0694,0.42,0.709
672,Lucky,Charli XCX,103,0.632,0.193,0.0973,-8.746,0.033,0.0621,0.335
673,Smile,Lily Allen,104,0.000606,0.577,0.239,-9.369,0.0281,0.739,0.61
674,Knock 'Em Out,Lily Allen,104,0.31,0.564,0.127,-7.832,0.283,0.894,0.665
675,LDN,Lily Allen,104,0.0167,0.678,0.38,-7.548,0.0267,0.9,0.609
676,Everyone's At It,Lily Allen,104,0.0209,0.637,0.426,-6.777,0.063,0.685,0.923
677,The Fear,Lily Allen,104,0.419,0.661,0.107,-6.948,0.0404,0.522,0.847
678,Not Fair,Lily Allen,104,0.0428,0.723,0.245,-6.987,0.0396,0.93,0.86
679,Sheezus,Lily Allen,104,0.148,0.779,0.113,-6.836,0.0442,0.392,0.503
680,L8 CMMR,Lily Allen,104,0.0272,0.785,0.0483,-5.331,0.0386,0.637,0.684
681,Air Balloon,Lily Allen,104,0.0195,0.717,0.201,-6.167,0.0379,0.556,0.678
682,Cannonball,Lea Michele,105,0.0236,0.564,0.194,-3.134,0.0466,0.567,0.816
683,On My Way,Lea Michele,105,0.0648,0.524,0.227,-4.519,0.0617,0.379,0.858
684,Burn with You,Lea Michele,105,0.0272,0.429,0.383,-6.473,0.0523,0.348,0.713
685,It's the Most Wonderful Time of the Year,Lea Michele,105,0.685,0.264,0.0983,-4.691,0.0386,0.551,0.6
686,Have Yourself a Merry Little Christmas,Lea Michele,105,0.958,0.264,0.131,-9.567,0.0356,0.101,0.243
687,Christmas in New York,Lea Michele,105,0.708,0.567,0.116,-7.276,0.032,0.6,0.54
688,Eraser,Ed Sheeran,106,0.086,0.64,0.0509,-5.647,0.0834,0.914,0.812
689,Castle on the Hill,Ed Sheeran,106,0.0232,0.461,0.14,-4.868,0.0989,0.471,0.834
690,Dive,Ed Sheeran,106,0.355,0.761,0.0953,-6.158,0.0399,0.526,0.386
