Sno,Song,Artist,ArtistID,acousticness,danceability,liveness,loudness,speechiness,valence,energy,Cluster
660,Big Girls Cry,Sia,102,0.0393,0.469,0.105,0.8649962034927868,0.0399,0.0938,0.5920000000000001,3
661,Burn the Pages,Sia,102,0.0497,0.507,0.121,0.8746241457858772,0.155,0.45899999999999996,0.8109999999999999,3
662,Bird Set Free,Sia,102,0.0115,0.43799999999999994,0.133,0.8855884586180716,0.0728,0.31,0.805,3
663,Alive,Sia,102,0.254,0.508,0.10800000000000001,0.8876233864844345,0.0489,0.444,0.762,3
664,One Million Bullets,Sia,102,0.102,0.365,0.467,0.8907820804859531,0.0521,0.204,0.7170000000000001,0
665,The Fight,Sia,102,0.0609,0.675,0.612,0.9021412300683374,0.0463,0.804,0.852,0
666,Clap Your Hands,Sia,102,0.000532,0.6990000000000001,0.359,0.8661199696279425,0.0546,0.778,0.87,1
667,Stop Trying,Sia,102,0.00281,0.502,0.12300000000000001,0.9236446469248294,0.0369,0.917,0.797,3
668,3AM (Pull Up) [feat. MØ],Charli XCX,103,0.0481,0.402,0.14,0.8847076689445712,0.10400000000000001,0.624,0.747,3
669,Blame It On U,Charli XCX,103,0.0202,0.6890000000000001,0.134,0.8049202733485196,0.0758,0.154,0.67,1
670,Backseat (feat. Carly Rae Jepsen),Charli XCX,103,0.247,0.626,0.39299999999999996,0.8596203492786638,0.0409,0.33899999999999997,0.607,0
671,Out of My Head (feat. Tove Lo and ALMA),Charli XCX,103,0.0736,0.851,0.12,0.8590736522399395,0.0694,0.42,0.7090000000000001,1
672,Lucky,Charli XCX,103,0.632,0.193,0.0973,0.7500683371298407,0.033,0.0621,0.335,2
673,Smile,Lily Allen,104,0.000606,0.5770000000000001,0.239,0.731146545178436,0.0281,0.7390000000000001,0.61,3
674,Knock 'Em Out,Lily Allen,104,0.31,0.564,0.127,0.7778283978739562,0.28300000000000003,0.894,0.665,3
675,LDN,Lily Allen,104,0.0167,0.6779999999999999,0.38,0.7864540622627185,0.0267,0.9,0.609,1
676,Everyone's At It,Lily Allen,104,0.0209,0.637,0.426,0.8098709187547458,0.063,0.685,0.9229999999999999,0
677,The Fear,Lily Allen,104,0.419,0.6609999999999999,0.107,0.8046772968868643,0.0404,0.522,0.847,2
678,Not Fair,Lily Allen,104,0.0428,0.723,0.245,0.8034927866362948,0.0396,0.93,0.86,1
679,Sheezus,Lily Allen,104,0.14800000000000002,0.779,0.113,0.8080789673500381,0.0442,0.392,0.503,1
680,L8 CMMR,Lily Allen,104,0.0272,0.785,0.0483,0.8537889141989372,0.0386,0.637,0.684,1
681,Air Balloon,Lily Allen,104,0.0195,0.7170000000000001,0.201,0.8283978739559607,0.0379,0.556,0.6779999999999999,1
682,Cannonball,Lea Michele,105,0.0236,0.564,0.19399999999999998,0.9205163249810177,0.0466,0.5670000000000001,0.816,3
683,On My Way,Lea Michele,105,0.0648,0.524,0.22699999999999998,0.8784510250569478,0.0617,0.379,0.858,3
684,Burn with You,Lea Michele,105,0.0272,0.429,0.38299999999999995,0.8191040242976464,0.0523,0.348,0.713,3
685,It's the Most Wonderful Time of the Year,Lea Michele,105,0.685,0.264,0.0983,0.8732270311313594,0.0386,0.551,0.6,2
686,Have Yourself a Merry Little Christmas,Lea Michele,105,0.958,0.264,0.131,0.7251328777524679,0.0356,0.10099999999999999,0.243,2
687,Christmas in New York,Lea Michele,105,0.708,0.5670000000000001,0.11599999999999999,0.7947152619589979,0.032,0.6,0.54,2
688,Eraser,Ed Sheeran,106,0.086,0.64,0.0509,0.8441913439635538,0.0834,0.914,0.812,1
689,Castle on the Hill,Ed Sheeran,106,0.0232,0.461,0.14,0.8678511769172363,0.0989,0.47100000000000003,0.8340000000000001,3
690,Dive,Ed Sheeran,106,0.355,0.7609999999999999,0.0953,0.8286712224753229,0.0399,0.526,0.386,1
